DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,UB,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,2300,6584.490196078431,0.8431372549019608,1945.735294117647,6487.392156862745,2.607843137254902,200.31372549019608,312.7450980392157,75.82352941176471,4638.754901960784,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,2400,6579.35294117647,0.8823529411764706,1954.2254901960785,6484.019607843137,2.607843137254902,201.7843137254902,311.72549019607845,75.82352941176471,4625.1274509803925,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,2500,6585.117647058823,0.8823529411764706,1962.421568627451,6484.0,2.627450980392157,203.09803921568627,313.3137254901961,75.27450980392157,4622.696078431372,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,2600,6582.549019607844,0.8235294117647058,1965.862745098039,6481.941176470588,2.627450980392157,204.0392156862745,313.54901960784315,76.11764705882354,4616.686274509804,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,2700,6577.411764705882,0.8431372549019608,1969.2745098039215,6480.705882352941,2.6470588235294117,205.3921568627451,314.6078431372549,76.2156862745098,4608.137254901961,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,2800,6578.254901960784,0.8235294117647058,1972.8039215686274,6479.843137254902,2.6470588235294117,206.31372549019608,314.6078431372549,76.92156862745098,4605.450980392156,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,2900,6575.901960784314,0.8431372549019608,1981.1764705882354,6479.64705882353,2.6666666666666665,207.58823529411765,314.7647058823529,77.23529411764706,4594.725490196079,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3000,6575.9607843137255,0.8235294117647058,1984.313725490196,6479.64705882353,2.6666666666666665,208.09803921568627,315.3529411764706,77.58823529411765,4591.64705882353,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3100,6584.745098039216,0.8627450980392157,1987.3039215686274,6479.64705882353,2.7058823529411766,209.2941176470588,315.3529411764706,77.13725490196079,4597.441176470588,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3200,6571.823529411765,0.8823529411764706,1991.5588235294117,6472.529411764706,2.7058823529411766,210.01960784313727,314.3137254901961,77.13725490196079,4580.264705882353,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3300,6574.901960784314,0.8823529411764706,1993.0392156862745,6470.411764705882,2.7058823529411766,211.11764705882354,314.1764705882353,77.6078431372549,4581.862745098039,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3400,6574.058823529412,0.8431372549019608,1993.7058823529412,6468.058823529412,2.7058823529411766,211.76470588235293,314.4313725490196,77.6078431372549,4580.35294117647,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3500,6571.098039215686,0.8627450980392157,1995.3725490196077,6462.686274509804,2.7450980392156863,212.68627450980392,315.11764705882354,77.6078431372549,4575.725490196079,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3600,6571.21568627451,0.8235294117647058,1995.1764705882354,6459.686274509804,2.764705882352941,213.07843137254903,314.921568627451,77.6078431372549,4576.0392156862745,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3700,6571.941176470588,0.8627450980392157,1994.9019607843138,6459.686274509804,2.784313725490196,213.84313725490196,316.11764705882354,77.41176470588235,4577.0392156862745,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3800,6569.235294117647,0.8431372549019608,1996.764705882353,6456.450980392156,2.784313725490196,214.58823529411765,316.11764705882354,77.41176470588235,4572.470588235294,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,3900,6565.803921568628,0.8431372549019608,1997.9117647058824,6454.843137254902,2.784313725490196,215.13725490196077,316.11764705882354,77.41176470588235,4567.892156862745,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4000,6557.0392156862745,0.8431372549019608,2001.7745098039215,6446.078431372549,2.784313725490196,215.76470588235293,315.9019607843137,77.41176470588235,4555.264705882353,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4100,6557.0392156862745,0.8627450980392157,2003.8235294117646,6446.078431372549,2.784313725490196,215.92156862745097,315.9019607843137,77.41176470588235,4553.21568627451,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4200,6543.3725490196075,0.8235294117647058,2004.1470588235295,6446.078431372549,2.803921568627451,216.90196078431373,313.2352941176471,77.13725490196079,4539.225490196079,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4300,6546.941176470588,0.803921568627451,2001.6568627450981,6446.078431372549,2.823529411764706,217.13725490196077,313.2352941176471,77.13725490196079,4545.28431372549,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4400,6546.392156862745,0.8627450980392157,2004.8921568627452,6446.078431372549,2.823529411764706,217.66666666666666,313.6862745098039,77.13725490196079,4541.5,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4500,6552.411764705882,0.8431372549019608,2005.3823529411766,6446.078431372549,2.823529411764706,217.98039215686273,314.078431372549,76.58823529411765,4547.029411764706,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4600,6549.235294117647,0.8627450980392157,2007.8431372549019,6446.078431372549,2.843137254901961,218.58823529411765,314.078431372549,76.7843137254902,4541.392156862745,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4700,6546.568627450981,0.8627450980392157,2010.9411764705883,6444.313725490196,2.8627450980392157,219.13725490196077,314.078431372549,76.7843137254902,4535.6274509803925,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4800,6546.568627450981,0.8627450980392157,2011.4803921568628,6444.313725490196,2.8627450980392157,219.27450980392157,314.078431372549,76.7843137254902,4535.088235294118,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,4900,6543.64705882353,0.8627450980392157,2014.264705882353,6442.21568627451,2.8627450980392157,219.76470588235293,314.078431372549,76.7843137254902,4529.382352941177,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5000,6543.64705882353,0.8627450980392157,2015.3823529411766,6442.21568627451,2.8823529411764706,220.0,314.078431372549,76.7843137254902,4528.264705882353,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5100,6543.64705882353,0.8627450980392157,2015.686274509804,6442.21568627451,2.8823529411764706,220.2549019607843,314.078431372549,76.7843137254902,4527.9607843137255,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5200,6544.098039215686,0.8431372549019608,2015.2941176470588,6442.21568627451,2.8823529411764706,220.41176470588235,314.078431372549,76.82352941176471,4528.803921568628,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5300,6541.509803921569,0.8431372549019608,2016.235294117647,6442.21568627451,2.8823529411764706,220.58823529411765,314.078431372549,76.82352941176471,4525.274509803921,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5400,6541.117647058823,0.8627450980392157,2017.0980392156862,6442.21568627451,2.8823529411764706,220.84313725490196,314.078431372549,76.82352941176471,4524.019607843137,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5500,6540.0392156862745,0.8627450980392157,2017.8333333333333,6441.196078431372,2.8823529411764706,221.31372549019608,314.078431372549,76.82352941176471,4522.205882352941,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5600,6538.764705882353,0.8431372549019608,2021.5686274509803,6439.568627450981,2.9019607843137254,222.09803921568627,314.15686274509807,76.82352941176471,4517.196078431372,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5700,6538.764705882353,0.8431372549019608,2021.5686274509803,6439.568627450981,2.9019607843137254,222.09803921568627,314.15686274509807,76.82352941176471,4517.196078431372,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5800,6540.705882352941,0.8431372549019608,2021.235294117647,6437.333333333333,2.9215686274509802,222.80392156862746,314.15686274509807,76.82352941176471,4519.470588235294,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,5900,6539.607843137255,0.8627450980392157,2022.6176470588234,6436.921568627451,2.9215686274509802,223.27450980392157,314.15686274509807,76.82352941176471,4516.990196078431,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6000,6541.568627450981,0.8431372549019608,2023.3333333333333,6436.921568627451,2.9215686274509802,223.54901960784315,314.15686274509807,76.82352941176471,4518.235294117647,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6100,6541.764705882353,0.8431372549019608,2027.0686274509803,6436.921568627451,2.9607843137254903,224.13725490196077,313.1764705882353,76.82352941176471,4514.696078431372,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6200,6541.764705882353,0.8431372549019608,2027.0686274509803,6436.921568627451,2.9607843137254903,224.13725490196077,313.1764705882353,76.82352941176471,4514.696078431372,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6300,6541.764705882353,0.8627450980392157,2028.4411764705883,6436.921568627451,2.980392156862745,224.64705882352942,313.1764705882353,76.82352941176471,4513.323529411765,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6400,6541.764705882353,0.8627450980392157,2028.8039215686274,6436.921568627451,2.980392156862745,224.98039215686273,313.1764705882353,76.82352941176471,4512.9607843137255,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6500,6541.764705882353,0.8627450980392157,2028.8039215686274,6436.921568627451,2.980392156862745,224.98039215686273,313.1764705882353,76.82352941176471,4512.9607843137255,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6600,6544.019607843137,0.8235294117647058,2028.9117647058824,6436.921568627451,2.980392156862745,225.2941176470588,312.62745098039215,76.82352941176471,4515.107843137255,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6700,6542.549019607844,0.8627450980392157,2030.0,6436.921568627451,3.0,225.50980392156862,312.62745098039215,76.82352941176471,4512.549019607844,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6800,6542.549019607844,0.8627450980392157,2030.5294117647059,6436.921568627451,3.0,225.64705882352942,312.62745098039215,76.82352941176471,4512.019607843137,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,6900,6542.549019607844,0.8627450980392157,2031.0980392156862,6436.921568627451,3.0,225.68627450980392,312.62745098039215,76.82352941176471,4511.450980392156,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7000,6542.431372549019,0.8627450980392157,2030.421568627451,6436.921568627451,3.019607843137255,225.92156862745097,312.62745098039215,76.82352941176471,4512.009803921569,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7100,6542.431372549019,0.8627450980392157,2030.5980392156862,6436.921568627451,3.019607843137255,225.98039215686273,312.15686274509807,76.82352941176471,4511.833333333333,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7200,6541.21568627451,0.8431372549019608,2032.0686274509803,6436.921568627451,3.019607843137255,226.2156862745098,312.15686274509807,76.82352941176471,4509.14705882353,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7300,6541.21568627451,0.8627450980392157,2032.8333333333333,6436.921568627451,3.019607843137255,226.33333333333334,312.15686274509807,76.82352941176471,4508.382352941177,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7400,6541.35294117647,0.8431372549019608,2032.2254901960785,6436.921568627451,3.0392156862745097,226.35294117647058,312.15686274509807,76.82352941176471,4509.1274509803925,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7500,6541.35294117647,0.8627450980392157,2032.2941176470588,6436.921568627451,3.0392156862745097,226.58823529411765,312.15686274509807,76.82352941176471,4509.058823529412,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7600,6538.156862745098,0.8627450980392157,2031.9117647058824,6435.725490196079,3.0392156862745097,226.80392156862746,312.3333333333333,76.82352941176471,4506.245098039216,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7700,6538.156862745098,0.8627450980392157,2032.137254901961,6435.725490196079,3.0392156862745097,226.84313725490196,312.3333333333333,76.82352941176471,4506.019607843137,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7800,6538.156862745098,0.8627450980392157,2032.7941176470588,6435.725490196079,3.0588235294117645,227.05882352941177,312.3333333333333,76.82352941176471,4505.362745098039,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,7900,6538.156862745098,0.8627450980392157,2033.7450980392157,6435.725490196079,3.0588235294117645,227.15686274509804,312.3333333333333,77.13725490196079,4504.411764705882,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8000,6538.156862745098,0.8627450980392157,2032.9411764705883,6435.725490196079,3.0588235294117645,227.37254901960785,312.3333333333333,77.13725490196079,4505.21568627451,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8100,6538.156862745098,0.8627450980392157,2032.9411764705883,6435.725490196079,3.0588235294117645,227.4313725490196,312.3333333333333,77.13725490196079,4505.21568627451,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8200,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8300,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8400,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8500,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8600,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8700,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8800,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,8900,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9000,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9100,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9200,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9300,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9400,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9500,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9600,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9700,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9800,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.9,0.0,DSA_ASY,0.7,9900,6536.941176470588,0.8627450980392157,2032.9411764705883,6434.509803921569,3.0588235294117645,227.45098039215685,312.3333333333333,77.13725490196079,4504.0,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.1,0.0,DSA_ASY,0.7,0,8134.21568627451,1.0,0.0,8134.21568627451,0.0,0.0,383.1372549019608,0.0,8134.21568627451,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.1,0.0,DSA_ASY,0.7,100,6833.78431372549,1.0,5622.254901960784,6833.78431372549,1.0,299.72549019607845,320.72549019607845,240.5686274509804,1211.5294117647059,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.1,0.0,DSA_ASY,0.7,200,6617.803921568628,1.0,5635.078431372549,6617.803921568628,1.2745098039215685,380.37254901960785,311.921568627451,230.0392156862745,995.0588235294117,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.1,0.0,DSA_ASY,0.7,300,6169.294117647059,0.9411764705882353,5704.450980392156,6155.686274509804,2.0,590.8823529411765,278.2156862745098,259.54901960784315,483.45098039215685,1.0,1.0
Scale-Free Network,Perfect Communication,w Timestamp,0.1,0.0,DSA_ASY,0.7,400,6115.294117647059,0.9215686274509803,5658.754901960784,6090.745098039216,2.156862745098039,635.8823529411765,276.2352941176471,257.11764705882354,468.38235294117646,1.0,1.0
