DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,UB,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,2600,6939.99,0.87,6938.82,6926.92,16.24,7536.48,275.8,274.68,36.82,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,2700,6928.13,0.87,6926.51,6916.99,16.64,7719.23,277.14,273.57,30.68,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,2800,6916.88,0.89,6903.5,6906.59,17.31,8036.81,275.95,272.75,29.7,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,2900,6899.47,0.92,6891.88,6890.98,18.13,8407.79,276.89,271.66,21.07,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3000,6896.21,0.9,6884.385,6884.03,18.47,8565.33,277.94,272.71,25.145,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3100,6885.77,0.93,6878.405,6873.73,19.3,8949.22,274.46,275.39,26.455,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3200,6884.47,0.9,6873.655,6870.82,19.64,9110.02,272.91,276.11,22.845,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3300,6868.29,0.95,6865.695,6862.4,20.41,9467.63,273.06,274.97,12.965,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3400,6860.27,0.97,6860.16,6855.22,20.97,9731.87,274.18,272.03,12.43,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3500,6855.06,0.94,6851.735,6849.17,21.51,9975.68,273.01,272.02,17.445,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3600,6849.58,0.93,6846.065,6842.07,22.24,10315.06,274.96,272.06,17.785,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3700,6848.5,0.94,6844.83,6841.48,22.77,10557.25,273.48,272.06,15.53,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3800,6843.52,0.98,6841.315,6837.86,23.45,10877.39,273.41,273.0,8.485,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,3900,6843.28,0.98,6842.015,6836.97,23.9,11085.78,274.5,273.32,8.785,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4000,6841.68,0.97,6840.41,6835.55,24.6,11407.45,273.05,274.41,5.97,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4100,6837.75,0.97,6838.745,6832.97,25.23,11699.65,271.52,273.06,4.035,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4200,6838.19,0.97,6835.82,6832.24,25.85,11987.71,271.82,271.48,5.42,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4300,6838.17,0.97,6835.795,6832.03,26.32,12205.76,271.82,271.48,5.815,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4400,6835.4,0.97,6834.23,6830.91,27.0,12519.67,270.53,272.17,3.82,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4500,6835.54,0.99,6833.565,6830.91,27.64,12820.1,271.99,270.94,4.835,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4600,6835.93,0.98,6831.955,6830.63,28.21,13078.84,271.99,270.83,5.035,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4700,6833.04,0.99,6833.555,6829.34,28.82,13368.93,272.18,271.63,2.825,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4800,6832.73,0.99,6833.725,6829.17,29.39,13638.62,271.82,271.99,2.135,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,4900,6831.82,0.99,6832.055,6828.26,29.9,13872.54,271.6,272.18,1.375,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5000,6829.59,1.0,6831.775,6826.96,30.64,14196.49,271.86,272.18,2.675,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5100,6830.03,0.99,6830.62,6826.96,31.15,14437.21,271.86,271.96,3.3,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5200,6832.17,0.98,6828.715,6826.96,31.74,14723.82,271.86,271.44,4.285,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5300,6830.45,1.0,6829.46,6826.92,32.48,15067.36,271.68,271.86,1.44,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5400,6829.61,1.0,6829.72,6826.31,32.9,15262.36,272.44,271.68,1.06,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5500,6831.29,0.99,6829.8,6826.31,33.63,15582.54,271.32,272.44,2.66,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5600,6831.13,0.99,6829.68,6826.15,34.12,15808.49,271.5,272.44,2.61,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5700,6829.47,1.0,6828.8,6826.15,34.77,16116.41,271.86,271.68,0.95,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5800,6829.77,0.99,6828.345,6825.86,35.5,16454.97,271.68,271.5,2.515,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,5900,6829.74,0.99,6828.48,6825.83,35.9,16652.37,271.68,271.5,2.38,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6000,6828.33,1.0,6828.325,6825.7,36.61,16984.75,272.62,271.68,0.165,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6100,6828.33,1.0,6828.045,6825.7,37.14,17220.69,272.62,271.68,0.415,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6200,6827.95,1.0,6827.695,6825.32,37.8,17528.88,272.63,271.86,1.745,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6300,6827.95,1.0,6828.995,6825.32,38.47,17835.77,272.81,272.63,1.415,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6400,6827.95,1.0,6827.98,6825.32,38.94,18051.79,272.81,272.63,0.82,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6500,6827.91,1.0,6827.845,6825.28,39.7,18403.62,272.63,272.81,0.105,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6600,6827.91,1.0,6827.845,6825.28,40.18,18621.95,272.63,272.81,0.105,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6700,6827.91,1.0,6827.72,6825.28,40.8,18917.03,271.87,272.63,0.19,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6800,6827.91,1.0,6827.855,6825.28,41.35,19183.54,271.87,271.87,0.115,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,6900,6827.45,1.0,6827.98,6824.82,42.04,19499.64,271.78,271.87,0.7,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7000,6827.45,1.0,6827.76,6824.82,42.55,19739.34,271.78,271.87,0.59,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7100,6827.45,1.0,6827.305,6824.82,43.19,20039.16,272.36,271.78,0.245,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7200,6827.45,1.0,6827.3,6824.82,43.69,20279.58,272.54,271.6,0.15,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7300,6827.35,1.0,6827.37,6824.72,44.36,20573.33,271.78,272.36,0.21,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7400,6827.35,1.0,6827.13,6824.72,45.01,20875.16,271.6,272.54,0.45,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7500,6827.35,1.0,6827.22,6824.72,45.56,21135.47,272.36,271.78,0.54,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7600,6827.35,1.0,6826.955,6824.72,46.18,21427.24,272.54,272.36,0.395,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7700,6827.35,1.0,6827.31,6824.72,46.77,21703.6,272.54,272.36,0.04,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7800,6827.35,1.0,6827.31,6824.72,47.3,21943.23,272.54,272.54,0.04,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,7900,6827.35,1.0,6827.31,6824.72,47.91,22231.32,271.78,272.54,0.04,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8000,6827.35,1.0,6827.48,6824.72,48.6,22552.28,272.36,271.78,0.24,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8100,6827.35,1.0,6827.395,6824.72,49.11,22785.56,272.54,271.6,0.155,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8200,6827.35,1.0,6827.235,6824.72,49.81,23102.11,271.78,272.36,0.445,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8300,6827.35,1.0,6827.09,6824.72,50.3,23328.08,271.78,271.78,0.51,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8400,6827.35,1.0,6827.07,6824.72,50.98,23633.65,271.78,271.78,0.94,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8500,6827.35,1.0,6827.545,6824.72,51.61,23928.89,272.54,271.78,0.255,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8600,6827.35,1.0,6827.575,6824.72,52.21,24207.1,271.78,272.54,0.225,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8700,6827.35,1.0,6827.35,6824.72,52.85,24504.89,271.6,272.54,0.0,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8800,6827.35,1.0,6827.35,6824.72,53.34,24727.67,271.6,271.78,0.0,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,8900,6827.35,1.0,6827.35,6824.72,54.01,25040.86,271.78,271.6,0.0,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9000,6827.35,1.0,6827.435,6824.72,54.59,25317.44,272.54,271.78,0.085,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9100,6827.35,1.0,6827.51,6824.72,55.17,25582.0,271.78,272.54,0.16,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9200,6827.35,1.0,6827.83,6824.72,55.91,25917.84,271.6,272.54,0.48,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9300,6827.35,1.0,6827.755,6824.72,56.48,26177.68,272.36,271.78,0.405,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9400,6827.35,1.0,6827.77,6824.72,57.1,26464.69,272.54,272.36,0.59,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9500,6827.35,1.0,6827.575,6824.72,57.64,26713.06,272.54,272.36,0.395,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9600,6827.35,1.0,6827.645,6824.72,58.22,26988.91,271.6,272.54,0.735,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9700,6827.35,1.0,6827.36,6824.72,58.9,27300.23,271.6,272.54,0.45,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9800,6827.35,1.0,6827.435,6824.72,59.5,27577.28,272.54,271.6,0.085,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9900,6827.35,1.0,6827.355,6824.72,60.12,27859.5,271.78,272.54,0.165,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,0,12159.27,1.0,0.0,12159.27,0.0,0.0,488.96,0.0,12159.27,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,100,10525.51,0.97,5218.63,10521.23,1.36,338.09,424.87,204.82,5306.88,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,200,10117.75,0.94,6531.49,10110.85,2.0,498.84,404.03,253.21,3586.26,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,300,9654.25,0.88,7413.885,9632.05,2.9,716.74,377.14,295.76,2240.365,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,400,9406.82,0.87,7727.27,9376.29,3.56,875.35,371.41,308.29,1679.55,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,500,9209.25,0.85,7898.825,9178.64,4.16,1015.52,373.52,316.38,1310.425,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,600,8940.4,0.86,7971.805,8901.85,4.86,1188.33,364.04,320.94,968.595,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,700,8743.88,0.84,7960.25,8707.49,5.42,1326.73,361.48,321.44,783.63,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,800,8588.71,0.79,7946.61,8555.23,5.98,1462.43,345.91,319.68,655.34,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,900,8468.68,0.76,7896.05,8410.37,6.64,1625.95,342.57,318.32,583.04,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1000,8338.62,0.72,7860.895,8287.31,7.21,1759.81,338.72,320.45,497.205,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1100,8222.98,0.74,7803.94,8171.91,7.85,1916.74,335.02,316.15,437.55,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1200,8135.84,0.71,7765.41,8075.76,8.4,2056.39,324.92,314.59,393.23,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1300,8015.61,0.77,7706.97,7965.26,9.04,2213.57,320.42,317.4,351.7,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1400,7905.19,0.78,7639.25,7847.6,9.62,2350.18,318.76,314.31,298.19,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1500,7794.2,0.84,7576.665,7749.03,10.27,2509.47,309.59,309.79,252.955,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1600,7767.81,0.66,7511.73,7695.02,10.83,2644.4,311.5,303.32,291.55,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1700,7689.5,0.68,7468.44,7626.54,11.42,2785.49,304.77,298.55,249.27,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1800,7596.58,0.8,7421.035,7544.95,12.02,2936.07,295.75,299.19,222.985,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,1900,7532.41,0.77,7390.305,7479.21,12.6,3083.87,291.99,298.28,199.745,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2000,7474.14,0.76,7356.345,7423.04,13.17,3225.68,294.26,290.13,174.335,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2100,7415.91,0.73,7316.18,7372.05,13.77,3365.2,291.22,286.79,162.2,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2200,7358.86,0.77,7266.89,7318.13,14.39,3518.51,288.69,282.92,145.32,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2300,7299.43,0.73,7226.7,7257.28,15.0,3669.14,284.43,283.67,126.79,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2400,7278.05,0.65,7185.915,7228.7,15.54,3795.83,284.94,283.88,131.535,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2500,7237.21,0.7,7154.755,7197.86,16.21,3960.21,285.23,283.81,119.035,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2600,7198.02,0.76,7130.37,7168.38,16.76,4095.58,284.45,281.76,112.26,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2700,7184.87,0.73,7113.845,7144.93,17.33,4237.93,282.26,282.25,123.845,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2800,7148.7,0.77,7093.12,7115.99,17.96,4394.7,281.01,280.54,101.46,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,2900,7111.55,0.81,7063.56,7085.38,18.52,4526.37,279.6,278.41,85.52,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3000,7080.14,0.79,7044.51,7052.62,19.14,4684.05,279.07,279.65,82.41,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3100,7052.97,0.78,7017.905,7031.09,19.73,4826.2,277.12,279.6,86.935,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3200,7033.98,0.77,7013.7,7011.17,20.33,4974.82,278.12,278.9,83.06,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3300,7012.89,0.82,7000.175,6990.52,20.95,5125.52,276.34,279.2,71.405,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3400,6993.6,0.87,6977.8,6973.84,21.51,5258.43,275.04,276.4,66.05,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3500,6981.48,0.78,6964.655,6959.88,22.13,5416.15,273.13,274.11,67.605,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3600,6966.5,0.76,6948.71,6942.04,22.71,5551.81,272.1,273.26,59.99,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3700,6956.03,0.8,6925.78,6930.98,23.38,5710.25,272.02,274.76,62.02,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3800,6939.86,0.84,6921.32,6918.94,23.9,5838.98,271.08,274.83,53.61,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,3900,6922.3,0.9,6919.82,6907.92,24.51,5994.46,271.96,272.34,46.92,1.0,1.0
Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,4000,6915.15,0.84,6909.53,6898.84,25.14,6144.64,273.31,272.18,48.98,1.0,1.0
