DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,lambda,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5100,8099.65,0.49,7351.13,7772.73,30.54,14895.14,342.45,301.95,752.04,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5200,8049.76,0.58,7339.345,7743.41,31.15,15189.7,340.71,301.81,713.975,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5300,7963.56,0.69,7326.55,7707.66,31.73,15472.95,333.09,302.39,638.46,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5400,7912.73,0.59,7312.7,7676.22,32.39,15793.65,324.2,297.65,602.9,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5500,7881.84,0.57,7297.97,7647.35,32.89,16038.17,317.54,291.65,589.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5600,7894.74,0.53,7273.9,7624.92,33.6,16382.72,323.8,292.22,623.99,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5700,7891.35,0.41,7229.425,7607.09,34.15,16651.87,318.64,300.2,663.145,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5800,7861.76,0.47,7209.69,7583.35,34.76,16954.39,315.9,298.39,654.6,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,5900,7801.25,0.55,7237.13,7556.66,35.37,17249.75,317.13,298.79,567.18,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6000,7770.35,0.56,7240.245,7526.79,35.99,17544.49,328.58,301.13,535.185,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6100,7761.4,0.55,7232.395,7513.26,36.6,17846.26,318.79,290.74,543.435,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6200,7750.13,0.54,7208.78,7486.08,37.21,18136.82,310.08,282.99,554.42,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6300,7746.22,0.51,7189.165,7455.34,37.81,18428.56,308.35,285.93,566.565,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6400,7681.19,0.61,7191.91,7433.23,38.43,18729.21,314.18,288.54,505.69,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6500,7664.66,0.53,7173.125,7420.42,39.05,19031.57,317.02,295.14,506.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6600,7626.55,0.54,7124.535,7391.57,39.65,19321.74,311.11,293.43,513.445,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6700,7631.14,0.56,7109.215,7368.75,40.22,19598.32,313.1,286.56,532.135,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6800,7610.24,0.58,7096.775,7342.94,40.82,19895.28,305.67,286.15,523.905,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,6900,7595.77,0.53,7095.99,7329.99,41.46,20205.45,308.74,288.37,506.18,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7000,7546.66,0.6,7107.175,7315.02,42.01,20473.73,307.97,293.59,446.275,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7100,7543.8,0.53,7100.755,7296.42,42.7,20813.12,306.0,294.42,455.665,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7200,7502.04,0.58,7107.095,7271.61,43.19,21049.71,306.18,291.83,422.045,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7300,7466.86,0.57,7074.84,7253.34,43.85,21376.22,304.27,283.49,410.97,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7400,7455.98,0.57,7061.005,7232.64,44.49,21688.08,297.89,288.76,411.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7500,7445.6,0.55,7048.285,7222.04,45.01,21941.36,298.8,292.47,415.315,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7600,7425.75,0.54,7032.45,7196.98,45.71,22284.38,300.66,288.83,416.54,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7700,7405.9,0.54,7024.09,7177.11,46.24,22548.51,296.36,284.17,408.01,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7800,7396.81,0.5,7011.28,7161.49,46.9,22871.65,303.76,288.57,397.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,7900,7358.53,0.54,6990.615,7147.94,47.46,23135.76,304.43,284.29,383.135,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8000,7323.63,0.65,6995.03,7130.35,48.09,23443.84,300.74,282.29,346.88,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8100,7337.78,0.51,6956.53,7105.49,48.7,23745.78,304.64,283.12,390.49,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8200,7295.38,0.54,6971.735,7086.68,49.25,24015.32,302.43,284.62,351.405,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8300,7234.05,0.64,6966.44,7065.99,49.96,24359.96,294.9,282.11,287.33,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8400,7244.78,0.6,6948.815,7060.8,50.44,24589.9,297.38,282.1,319.425,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8500,7231.24,0.55,6915.57,7051.2,51.14,24934.67,299.61,279.12,335.79,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8600,7243.42,0.52,6912.955,7040.17,51.75,25229.04,299.59,286.39,336.395,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8700,7246.75,0.46,6906.115,7022.08,52.32,25512.14,299.86,284.44,346.385,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8800,7203.56,0.58,6895.08,7011.27,52.94,25811.19,298.61,282.06,314.56,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,8900,7199.69,0.61,6869.795,6999.09,53.56,26115.99,301.6,277.48,346.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9000,7201.84,0.54,6882.84,6989.62,54.12,26381.72,299.64,276.72,331.97,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9100,7155.85,0.61,6880.445,6969.87,54.73,26685.08,295.95,281.24,291.355,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9200,7129.34,0.62,6885.84,6956.57,55.33,26979.03,296.29,281.67,274.37,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9300,7128.5,0.59,6883.065,6944.58,55.94,27273.27,294.54,277.62,265.485,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9400,7080.28,0.66,6860.295,6935.04,56.55,27567.2,299.4,283.33,235.475,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9500,7067.34,0.61,6841.075,6918.42,57.19,27882.3,296.26,281.11,249.325,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9600,7064.82,0.57,6832.84,6906.52,57.7,28126.4,295.07,278.63,253.94,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9700,7072.62,0.52,6831.945,6894.29,58.33,28434.47,293.01,277.41,253.365,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9800,7063.62,0.57,6839.1,6889.07,58.97,28740.35,294.27,279.47,239.31,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,9900,7046.09,0.61,6814.37,6885.29,59.5,29000.69,296.13,279.03,242.31,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10000,7037.51,0.56,6800.035,6879.48,60.17,29328.8,293.54,282.46,249.855,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10100,7018.17,0.6,6797.2,6876.32,60.76,29614.75,292.18,283.99,233.21,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10200,7015.22,0.63,6793.545,6862.56,61.38,29920.43,286.12,282.02,228.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10300,6985.05,0.63,6797.85,6849.47,62.02,30234.47,285.23,280.61,208.16,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10400,6988.74,0.59,6785.64,6842.58,62.58,30506.52,291.7,280.03,217.75,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10500,6954.45,0.62,6791.89,6830.89,63.23,30819.49,288.58,277.16,183.52,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10600,6944.44,0.62,6784.815,6822.18,63.77,31084.98,287.98,274.44,184.845,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10700,6945.3,0.54,6772.115,6814.91,64.38,31379.5,289.28,274.78,188.905,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10800,6918.5,0.72,6770.15,6805.3,65.05,31705.11,288.0,272.12,164.25,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,10900,6920.27,0.68,6770.285,6796.6,65.64,31995.2,289.22,275.64,170.815,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11000,6946.47,0.55,6758.565,6794.93,66.3,32314.69,285.47,276.53,194.595,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11100,6923.05,0.64,6756.87,6787.02,66.79,32555.45,287.06,277.94,179.94,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11200,6916.51,0.71,6752.02,6780.13,67.5,32905.92,285.67,282.66,181.19,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11300,6907.66,0.66,6751.11,6773.66,68.02,33160.83,290.01,282.47,172.21,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11400,6869.51,0.77,6748.745,6766.39,68.65,33466.68,284.26,280.17,137.545,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11500,6869.81,0.7,6741.935,6763.65,69.3,33776.7,281.11,276.17,139.515,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11600,6861.14,0.66,6732.43,6758.16,69.84,34045.03,280.38,279.81,139.18,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11700,6864.32,0.72,6734.69,6752.59,70.47,34352.14,281.51,277.58,146.19,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11800,6859.59,0.74,6728.195,6744.03,71.01,34609.68,283.57,275.95,154.905,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,11900,6861.61,0.65,6720.125,6734.87,71.72,34950.61,284.46,275.22,162.985,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12000,6850.38,0.6,6708.755,6731.51,72.23,35197.58,283.62,276.07,154.245,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12100,6832.47,0.68,6718.605,6724.6,72.85,35505.7,283.9,275.77,125.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12200,6818.43,0.74,6720.195,6720.81,73.52,35829.08,284.56,281.01,112.375,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12300,6838.42,0.65,6708.255,6718.64,74.05,36086.8,279.08,281.42,139.275,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12400,6843.25,0.64,6700.68,6715.89,74.71,36410.66,277.79,279.88,152.92,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12500,6838.89,0.64,6702.595,6713.5,75.28,36692.57,275.16,277.26,143.645,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12600,6807.38,0.74,6703.755,6711.38,75.89,36986.06,276.28,273.66,113.355,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12700,6795.42,0.77,6696.7,6708.55,76.49,37276.88,279.79,269.6,105.17,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12800,6805.53,0.65,6692.94,6707.68,77.07,37562.07,278.09,271.44,117.62,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,12900,6804.03,0.7,6690.195,6705.24,77.71,37875.87,279.64,271.13,123.815,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13000,6794.69,0.71,6691.855,6701.42,78.27,38147.34,278.86,270.88,113.645,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13100,6778.94,0.74,6691.065,6696.39,78.85,38432.32,278.02,272.54,95.785,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13200,6776.14,0.72,6696.7,6690.52,79.55,38771.18,271.58,274.98,96.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13300,6779.78,0.74,6695.635,6688.21,80.11,39047.0,274.21,273.95,98.485,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13400,6779.25,0.73,6682.46,6686.52,80.68,39323.77,273.37,273.16,105.82,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13500,6772.28,0.68,6674.31,6680.61,81.33,39642.0,275.31,273.37,105.32,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13600,6755.47,0.67,6666.7,6673.92,81.9,39919.93,273.49,271.65,98.91,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13700,6753.0,0.74,6670.985,6671.59,82.57,40247.37,273.82,266.94,96.165,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13800,6742.91,0.8,6668.975,6669.06,83.16,40533.64,275.43,266.52,87.115,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,13900,6741.97,0.77,6674.435,6667.09,83.73,40811.23,274.2,267.25,78.645,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14000,6729.38,0.78,6667.585,6664.48,84.35,41111.95,276.54,271.24,69.145,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14100,6728.18,0.76,6663.75,6662.83,85.0,41429.83,273.14,272.12,72.21,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14200,6735.31,0.7,6663.095,6662.02,85.52,41681.34,270.05,271.73,79.185,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14300,6732.5,0.76,6661.36,6656.47,86.17,42002.9,272.79,271.37,89.77,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14400,6721.06,0.77,6662.27,6653.69,86.78,42302.1,271.81,269.98,73.61,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14500,6718.59,0.75,6656.22,6653.69,87.31,42557.68,272.78,270.52,71.31,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14600,6715.58,0.78,6650.52,6653.47,88.05,42918.53,275.82,267.52,72.27,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14700,6704.95,0.85,6652.79,6651.79,88.53,43146.57,274.21,268.72,60.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14800,6705.31,0.81,6648.86,6648.63,89.11,43433.72,272.73,270.36,63.77,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,14900,6706.3,0.79,6646.76,6647.0,89.74,43748.07,272.7,270.88,66.48,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15000,6705.64,0.79,6645.605,6643.72,90.39,44054.13,271.77,271.33,66.675,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15100,6715.47,0.72,6640.96,6643.18,90.94,44323.58,272.6,272.84,82.26,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15200,6706.96,0.8,6647.135,6642.68,91.56,44626.24,271.3,271.59,65.485,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15300,6696.16,0.81,6642.07,6640.44,92.24,44954.55,269.39,270.69,62.19,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15400,6698.91,0.83,6638.85,6639.0,92.76,45209.22,272.46,269.78,66.6,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15500,6697.57,0.78,6639.86,6637.28,93.38,45509.9,274.74,269.95,68.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15600,6694.09,0.82,6639.115,6637.02,94.05,45838.43,275.43,269.85,62.265,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15700,6694.2,0.8,6638.8,6636.19,94.6,46104.86,274.09,270.16,60.61,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15800,6684.06,0.85,6634.35,6635.35,95.21,46401.13,271.6,271.15,57.34,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,15900,6681.08,0.82,6627.73,6634.88,95.84,46710.18,271.54,271.17,57.44,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16000,6682.67,0.8,6632.395,6632.79,96.41,46985.96,270.34,269.31,56.795,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16100,6692.79,0.78,6635.275,6632.13,97.04,47290.9,270.39,271.08,63.175,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16200,6671.84,0.89,6631.78,6629.93,97.67,47596.47,268.98,270.61,48.77,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16300,6670.74,0.89,6627.245,6629.81,98.25,47879.95,269.78,271.31,51.015,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16400,6657.13,0.85,6629.07,6629.02,98.88,48186.42,272.64,270.87,34.75,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16500,6663.18,0.81,6627.91,6628.84,99.48,48479.07,272.16,269.4,41.13,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16600,6667.77,0.8,6627.025,6628.36,100.07,48761.44,273.21,267.61,46.185,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16700,6664.91,0.9,6624.335,6625.74,100.69,49065.19,273.24,271.61,45.065,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16800,6658.04,0.91,6625.315,6624.98,101.31,49364.35,271.74,272.2,35.985,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,16900,6646.46,0.89,6627.555,6624.35,101.89,49646.29,271.0,270.95,24.095,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17000,6652.32,0.86,6624.01,6622.57,102.56,49972.26,269.72,270.05,35.15,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17100,6655.8,0.79,6622.08,6621.8,103.11,50244.11,270.14,270.31,38.97,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17200,6653.34,0.87,6622.35,6620.62,103.78,50561.86,269.6,269.83,35.74,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17300,6649.94,0.87,6622.57,6619.68,104.38,50856.27,271.8,270.56,32.75,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17400,6652.34,0.86,6623.88,6618.32,104.95,51134.72,273.4,270.99,32.29,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17500,6650.07,0.86,6621.59,6616.04,105.6,51451.03,273.55,269.44,34.99,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17600,6653.63,0.84,6619.085,6616.04,106.12,51708.01,271.67,270.12,40.055,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17700,6654.9,0.85,6618.045,6615.81,106.81,52040.84,268.56,270.82,39.015,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17800,6651.08,0.89,6617.08,6615.62,107.32,52289.8,268.79,271.45,36.5,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,17900,6639.57,0.9,6617.43,6612.62,107.99,52617.01,271.15,271.24,29.62,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18000,6643.31,0.87,6618.76,6612.58,108.63,52933.13,270.54,269.21,36.49,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18100,6644.77,0.91,6617.76,6612.58,109.17,53195.22,270.85,268.94,35.95,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18200,6640.29,0.92,6616.15,6611.03,109.8,53498.08,270.59,268.57,33.33,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18300,6634.84,0.9,6616.69,6605.95,110.39,53785.72,270.86,269.75,26.15,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18400,6633.83,0.89,6616.555,6605.95,111.01,54086.37,273.21,269.83,22.705,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18500,6639.69,0.89,6610.19,6605.61,111.63,54388.54,273.76,269.94,31.49,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18600,6640.51,0.86,6608.465,6605.23,112.22,54676.49,272.04,269.56,33.605,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18700,6634.06,0.88,6611.65,6605.14,112.81,54961.18,270.58,269.21,26.66,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18800,6630.02,0.92,6612.45,6604.91,113.43,55261.6,272.41,270.66,21.13,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,18900,6627.65,0.92,6616.025,6603.98,114.04,55557.02,270.56,272.19,21.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,19000,6626.71,0.93,6611.81,6603.44,114.6,55832.02,269.75,272.22,23.7,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,19100,6629.58,0.92,6608.12,6603.35,115.27,56158.86,269.92,270.54,26.1,1.0,1.0
