run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,lambda,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
7,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99965,6778.0,0.0,6676.0,6663.0,596.0,298485.0,164.0,164.0,102.0,1.0,1.0
8,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99988,7444.0,1.0,7428.0,7416.0,547.0,293690.0,370.0,370.0,16.0,1.0,1.0
9,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99989,6432.0,1.0,6432.0,6432.0,619.0,302574.0,210.0,210.0,0.0,1.0,1.0
10,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99950,6502.0,1.0,6502.0,6502.0,651.0,320655.0,236.0,236.0,0.0,1.0,1.0
11,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99833,6111.0,1.0,6111.0,6071.0,578.0,272225.0,230.0,230.0,0.0,1.0,1.0
12,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99850,7149.0,0.0,6613.0,6526.0,609.0,287010.0,282.0,421.0,536.0,1.0,1.0
13,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99942,6302.0,1.0,6302.0,6302.0,579.0,278618.0,375.0,375.0,0.0,1.0,1.0
14,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99925,6644.0,1.0,6699.5,6559.0,651.0,327510.0,441.0,326.0,55.5,1.0,1.0
15,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99889,6521.0,1.0,6522.0,6521.0,609.0,295704.0,189.0,189.0,1.0,1.0,1.0
16,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99929,6186.0,0.0,5917.5,5958.0,657.0,290730.0,83.0,99.0,268.5,1.0,1.0
17,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99867,6371.0,1.0,6371.0,6371.0,637.0,312960.0,120.0,120.0,0.0,1.0,1.0
18,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99909,7343.0,1.0,7029.5,7006.0,627.0,323402.0,202.0,310.0,313.5,1.0,1.0
19,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99865,6751.0,1.0,6531.5,6545.0,652.0,314869.0,174.0,235.0,219.5,1.0,1.0
20,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99941,5766.0,1.0,5766.0,5766.0,704.0,322948.0,278.0,278.0,0.0,1.0,1.0
21,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99975,6773.0,0.0,5946.5,6205.0,702.0,320389.0,269.0,274.0,826.5,1.0,1.0
22,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99842,6978.0,1.0,6978.0,6978.0,613.0,315669.0,203.0,203.0,0.0,1.0,1.0
23,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99934,6588.0,1.0,6588.0,6588.0,580.0,289972.0,303.0,303.0,0.0,1.0,1.0
24,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99866,7911.0,0.0,6842.5,6923.0,526.0,256353.0,334.0,327.0,1068.5,1.0,1.0
25,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99951,6759.0,1.0,6759.0,6759.0,578.0,295935.0,331.0,331.0,0.0,1.0,1.0
26,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99942,6207.0,1.0,6207.0,6207.0,635.0,304165.0,105.0,105.0,0.0,1.0,1.0
27,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99875,6516.0,1.0,6516.0,6516.0,612.0,310905.0,322.0,322.0,0.0,1.0,1.0
28,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99914,6383.0,1.0,6363.5,6271.0,612.0,297970.0,292.0,292.0,19.5,1.0,1.0
29,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99906,6733.0,1.0,6733.0,6713.0,578.0,290015.0,78.0,78.0,0.0,1.0,1.0
30,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99897,6577.0,1.0,6577.0,6534.0,516.0,247987.0,260.0,260.0,0.0,1.0,1.0
31,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99991,7105.0,1.0,6987.0,6927.0,616.0,319708.0,331.0,277.0,118.0,1.0,1.0
32,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99962,6220.0,1.0,6220.0,6220.0,546.0,264131.0,412.0,412.0,0.0,1.0,1.0
33,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99996,7143.0,0.0,6440.5,6555.0,616.0,293082.0,376.0,363.0,702.5,1.0,1.0
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99963,6691.0,1.0,6516.0,6539.0,581.0,285342.0,272.0,221.0,175.0,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99932,5561.0,1.0,5561.0,5499.0,696.0,300759.0,264.0,264.0,0.0,1.0,1.0
36,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99973,7712.0,1.0,7155.0,7205.0,612.0,325971.0,140.0,140.0,557.0,1.0,1.0
37,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99994,7481.0,1.0,6765.5,6936.0,612.0,300734.0,268.0,307.0,715.5,1.0,1.0
38,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99969,6789.0,0.0,6626.5,6596.0,655.0,314767.0,418.0,513.0,162.5,1.0,1.0
39,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99868,6665.0,1.0,6665.0,6665.0,615.0,310436.0,333.0,333.0,0.0,1.0,1.0
40,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99865,6318.0,0.0,6125.5,6080.0,549.0,255495.0,203.0,162.0,192.5,1.0,1.0
41,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99875,6631.0,1.0,6576.5,6574.0,576.0,283929.0,270.0,270.0,54.5,1.0,1.0
42,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99953,5975.0,1.0,5975.0,5975.0,522.0,238565.0,320.0,320.0,0.0,1.0,1.0
43,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99899,5859.0,1.0,5859.0,5859.0,547.0,247796.0,149.0,149.0,0.0,1.0,1.0
44,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99879,5587.0,1.0,5587.0,5551.0,578.0,258574.0,397.0,397.0,0.0,1.0,1.0
45,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99970,5782.0,1.0,5782.0,5782.0,580.0,263594.0,134.0,134.0,0.0,1.0,1.0
46,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99995,6584.0,1.0,6584.0,6577.0,653.0,321186.0,365.0,365.0,0.0,1.0,1.0
47,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99932,6692.0,1.0,6179.5,6166.0,611.0,280191.0,373.0,381.0,512.5,1.0,1.0
48,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99900,7040.0,1.0,6951.5,6899.0,652.0,331901.0,221.0,257.0,88.5,1.0,1.0
49,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99977,7481.0,1.0,7481.0,7481.0,579.0,309664.0,165.0,165.0,0.0,1.0,1.0
50,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99941,7263.0,1.0,7263.0,7263.0,567.0,308428.0,314.0,314.0,0.0,1.0,1.0
51,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99955,6520.0,1.0,6463.0,6400.0,581.0,287644.0,111.0,130.0,57.0,1.0,1.0
52,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99917,5783.0,1.0,5791.5,5768.0,654.0,295471.0,164.0,164.0,8.5,1.0,1.0
53,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99884,7182.0,1.0,7023.5,7048.0,577.0,298973.0,223.0,208.0,158.5,1.0,1.0
54,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99932,6399.0,1.0,6399.0,6399.0,688.0,339038.0,224.0,224.0,0.0,1.0,1.0
55,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99982,7230.0,1.0,7230.0,7210.0,574.0,296964.0,461.0,461.0,0.0,1.0,1.0
56,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99903,6689.0,1.0,6657.5,6622.0,580.0,288175.0,299.0,295.0,31.5,1.0,1.0
57,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99890,6075.0,1.0,6043.5,5998.0,683.0,312553.0,346.0,368.0,31.5,1.0,1.0
58,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99881,7614.0,0.0,6525.5,6582.0,647.0,301633.0,167.0,155.0,1088.5,1.0,1.0
59,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99910,6762.0,0.0,6772.0,6683.0,562.0,284821.0,180.0,219.0,10.0,1.0,1.0
60,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99869,6748.0,1.0,6677.5,6554.0,546.0,262342.0,175.0,175.0,70.5,1.0,1.0
61,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99995,6337.0,1.0,6337.0,6337.0,656.0,323387.0,184.0,184.0,0.0,1.0,1.0
62,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99912,6738.0,1.0,6738.0,6717.0,609.0,306866.0,309.0,309.0,0.0,1.0,1.0
63,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99975,7001.0,1.0,7002.0,7001.0,616.0,317761.0,264.0,264.0,1.0,1.0,1.0
64,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99982,6966.0,1.0,6958.5,6955.0,655.0,333527.0,210.0,210.0,7.5,1.0,1.0
65,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99920,6586.0,1.0,6586.0,6586.0,545.0,278946.0,245.0,245.0,0.0,1.0,1.0
66,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99973,7092.0,0.0,7098.0,7049.0,518.0,268900.0,183.0,183.0,6.0,1.0,1.0
67,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99850,6515.0,1.0,6515.0,6515.0,578.0,289679.0,377.0,377.0,0.0,1.0,1.0
68,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99870,6129.0,1.0,6162.5,6129.0,682.0,330367.0,190.0,190.0,33.5,1.0,1.0
69,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99999,5965.0,1.0,5958.0,5957.0,654.0,301467.0,294.0,319.0,7.0,1.0,1.0
70,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99866,6897.0,1.0,6589.0,6679.0,546.0,265210.0,144.0,218.0,308.0,1.0,1.0
71,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99837,6314.0,1.0,6314.0,6314.0,449.0,216997.0,286.0,286.0,0.0,1.0,1.0
72,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99917,6570.0,1.0,6570.0,6570.0,580.0,283265.0,278.0,278.0,0.0,1.0,1.0
73,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99931,5534.0,1.0,5516.0,5450.0,655.0,293595.0,147.0,118.0,18.0,1.0,1.0
74,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99942,5725.0,1.0,5725.0,5725.0,581.0,256203.0,138.0,138.0,0.0,1.0,1.0
75,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99864,5950.0,1.0,5950.0,5950.0,616.0,295699.0,355.0,355.0,0.0,1.0,1.0
76,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99862,5789.0,1.0,5781.5,5776.0,654.0,293259.0,70.0,70.0,7.5,1.0,1.0
77,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99864,8107.0,1.0,7511.5,7643.0,651.0,349737.0,569.0,498.0,595.5,1.0,1.0
78,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99918,6344.0,1.0,6344.0,6293.0,561.0,272684.0,202.0,202.0,0.0,1.0,1.0
79,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99996,7355.0,1.0,7355.0,7355.0,549.0,291762.0,260.0,260.0,0.0,1.0,1.0
80,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99881,6200.0,1.0,6200.0,6198.0,608.0,285546.0,391.0,391.0,0.0,1.0,1.0
81,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99850,7759.0,1.0,7759.0,7758.0,560.0,315842.0,109.0,109.0,0.0,1.0,1.0
82,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99899,6306.0,1.0,6306.0,6306.0,615.0,298265.0,438.0,438.0,0.0,1.0,1.0
83,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99899,7381.0,1.0,7381.0,7352.0,514.0,285820.0,447.0,447.0,0.0,1.0,1.0
84,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99979,6010.0,1.0,6010.0,6006.0,551.0,254855.0,270.0,270.0,0.0,1.0,1.0
85,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99931,6316.0,1.0,6316.0,6316.0,580.0,280401.0,319.0,319.0,0.0,1.0,1.0
86,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99854,5681.0,1.0,5681.0,5681.0,615.0,275733.0,192.0,192.0,0.0,1.0,1.0
87,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99991,5533.0,1.0,5533.0,5533.0,579.0,254978.0,255.0,255.0,0.0,1.0,1.0
88,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99857,6572.0,1.0,6509.0,6473.0,571.0,282339.0,324.0,324.0,63.0,1.0,1.0
89,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99978,6053.0,1.0,6016.5,5997.0,643.0,299698.0,322.0,322.0,36.5,1.0,1.0
90,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99820,5716.0,1.0,5716.0,5716.0,504.0,231532.0,169.0,169.0,0.0,1.0,1.0
91,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99966,6359.0,1.0,6359.0,6299.0,654.0,323955.0,226.0,226.0,0.0,1.0,1.0
92,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99935,6341.0,1.0,6341.0,6339.0,605.0,294363.0,230.0,230.0,0.0,1.0,1.0
93,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99981,7024.0,1.0,7024.0,7024.0,605.0,321036.0,146.0,146.0,0.0,1.0,1.0
94,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99938,6585.0,1.0,6585.0,6585.0,520.0,268214.0,306.0,306.0,0.0,1.0,1.0
95,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99964,6129.0,1.0,6129.0,6129.0,561.0,260890.0,313.0,313.0,0.0,1.0,1.0
96,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99843,6684.0,1.0,6684.0,6684.0,615.0,306337.0,252.0,252.0,0.0,1.0,1.0
97,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99927,6117.0,0.0,6047.0,6001.0,581.0,268828.0,126.0,126.0,70.0,1.0,1.0
98,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99840,8309.0,1.0,7823.0,7953.0,493.0,271512.0,293.0,335.0,486.0,1.0,1.0
99,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99953,5988.0,1.0,5988.0,5967.0,548.0,251247.0,301.0,301.0,0.0,1.0,1.0
0,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99878,6068.0,1.0,6068.0,6068.0,651.0,312954.0,237.0,237.0,0.0,1.0,1.0
1,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99895,6492.0,1.0,6492.0,6455.0,576.0,283786.0,185.0,185.0,0.0,1.0,1.0
2,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99849,5848.0,1.0,5848.0,5807.0,594.0,285255.0,260.0,260.0,0.0,1.0,1.0
3,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99888,5938.0,1.0,5938.0,5938.0,585.0,263540.0,293.0,293.0,0.0,1.0,1.0
4,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99926,5499.0,1.0,5499.0,5462.0,691.0,302646.0,259.0,259.0,0.0,1.0,1.0
5,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99891,8086.0,0.0,7075.5,7149.0,651.0,336292.0,292.0,341.0,1010.5,1.0,1.0
6,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99892,6276.0,0.0,6233.5,6206.0,549.0,258123.0,90.0,90.0,42.5,1.0,1.0
7,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99972,6853.0,0.0,6738.0,6513.0,598.0,298985.0,186.0,186.0,115.0,1.0,1.0
8,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99998,7332.0,1.0,7147.0,7069.0,548.0,293841.0,309.0,298.0,185.0,1.0,1.0
9,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99935,6271.0,1.0,6271.0,6245.0,615.0,300939.0,204.0,204.0,0.0,1.0,1.0
10,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99858,6674.0,0.0,6642.0,6606.0,651.0,320237.0,184.0,184.0,32.0,1.0,1.0
11,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99938,6073.0,1.0,6073.0,6053.0,576.0,270456.0,223.0,223.0,0.0,1.0,1.0
12,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99953,6352.0,1.0,6352.0,6282.0,610.0,287217.0,156.0,156.0,0.0,1.0,1.0
13,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99956,6565.0,1.0,6565.0,6534.0,580.0,278391.0,344.0,344.0,0.0,1.0,1.0
14,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99863,6558.0,1.0,6564.0,6553.0,653.0,327418.0,251.0,251.0,6.0,1.0,1.0
15,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99960,6585.0,1.0,6442.0,6549.0,611.0,295670.0,194.0,289.0,143.0,1.0,1.0
16,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99857,5762.0,1.0,5716.5,5711.0,657.0,290429.0,46.0,46.0,45.5,1.0,1.0
17,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99918,6637.0,1.0,6637.0,6637.0,640.0,314119.0,131.0,131.0,0.0,1.0,1.0
18,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99950,7212.0,1.0,7212.0,7204.0,630.0,324349.0,282.0,282.0,0.0,1.0,1.0
19,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99932,6579.0,1.0,6563.5,6510.0,656.0,316427.0,206.0,289.0,15.5,1.0,1.0
20,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99888,6212.0,1.0,5864.0,5889.0,702.0,321913.0,250.0,250.0,348.0,1.0,1.0
21,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99936,5969.0,1.0,5969.0,5969.0,700.0,320015.0,259.0,259.0,0.0,1.0,1.0
22,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99981,7459.0,1.0,6992.5,7075.0,616.0,316733.0,299.0,210.0,466.5,1.0,1.0
23,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99907,7082.0,0.0,6579.5,6878.0,579.0,288987.0,185.0,158.0,502.5,1.0,1.0
24,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99939,6605.0,1.0,6560.5,6497.0,525.0,255165.0,375.0,308.0,44.5,1.0,1.0
25,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99911,6948.0,1.0,6948.0,6948.0,578.0,296252.0,251.0,251.0,0.0,1.0,1.0
26,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99866,6267.0,1.0,6267.0,6267.0,636.0,306077.0,93.0,93.0,0.0,1.0,1.0
27,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99841,7015.0,1.0,6999.0,6873.0,613.0,311119.0,262.0,262.0,16.0,1.0,1.0
28,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99857,6373.0,1.0,6373.0,6350.0,607.0,296575.0,164.0,164.0,0.0,1.0,1.0
29,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99984,6794.0,1.0,6794.0,6794.0,578.0,290512.0,125.0,125.0,0.0,1.0,1.0
30,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99983,6712.0,1.0,6543.5,6406.0,518.0,248944.0,322.0,298.0,168.5,1.0,1.0
31,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99950,7126.0,1.0,7077.5,7004.0,618.0,321261.0,522.0,522.0,48.5,1.0,1.0
32,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99857,6495.0,0.0,6504.5,6478.0,547.0,264175.0,400.0,339.0,9.5,1.0,1.0
33,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99954,6229.0,1.0,6229.0,6229.0,617.0,293330.0,317.0,317.0,0.0,1.0,1.0
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99904,6402.0,1.0,6402.0,6402.0,577.0,284779.0,179.0,179.0,0.0,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99975,5603.0,0.0,5438.0,5443.0,698.0,301077.0,314.0,310.0,165.0,1.0,1.0
36,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99849,7514.0,1.0,7514.0,7514.0,615.0,327531.0,183.0,183.0,0.0,1.0,1.0
37,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99986,8681.0,0.0,7023.5,7459.0,614.0,301085.0,295.0,334.0,1657.5,1.0,1.0
38,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99881,6579.0,1.0,6579.0,6557.0,656.0,315238.0,392.0,392.0,0.0,1.0,1.0
39,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99929,7199.0,0.0,6990.5,6812.0,612.0,309405.0,269.0,286.0,208.5,1.0,1.0
40,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99858,6034.0,1.0,6034.0,6034.0,550.0,255588.0,141.0,141.0,0.0,1.0,1.0
41,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99964,6440.0,1.0,6440.0,6440.0,578.0,284380.0,189.0,189.0,0.0,1.0,1.0
42,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99868,5805.0,1.0,5805.0,5805.0,522.0,238364.0,350.0,350.0,0.0,1.0,1.0
