run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,lambda,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99839,6609.0,1.0,6583.0,6557.0,576.0,284164.0,308.0,308.0,26.0,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99944,5425.0,1.0,5425.0,5425.0,699.0,301049.0,238.0,238.0,0.0,1.0,1.0
36,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99898,8339.0,0.0,7513.0,7535.0,613.0,326953.0,229.0,230.0,826.0,1.0,1.0
37,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99949,6392.0,1.0,6376.0,6373.0,614.0,301799.0,376.0,305.0,16.0,1.0,1.0
38,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99977,6884.0,0.0,6451.5,6486.0,654.0,313532.0,548.0,409.0,432.5,1.0,1.0
39,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99878,7496.0,1.0,6984.5,6916.0,612.0,309903.0,230.0,210.0,511.5,1.0,1.0
40,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99902,6076.0,1.0,6076.0,6057.0,549.0,255044.0,247.0,247.0,0.0,1.0,1.0
41,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99937,7017.0,1.0,6559.0,6519.0,567.0,280861.0,321.0,321.0,458.0,1.0,1.0
42,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99969,6207.0,1.0,6110.5,6094.0,521.0,238013.0,395.0,374.0,96.5,1.0,1.0
43,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99853,5723.0,0.0,5575.0,5561.0,543.0,247135.0,107.0,107.0,148.0,1.0,1.0
44,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99871,5478.0,1.0,5478.0,5478.0,575.0,257336.0,375.0,375.0,0.0,1.0,1.0
45,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99974,5864.0,1.0,5897.5,5824.0,579.0,263348.0,122.0,122.0,33.5,1.0,1.0
46,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99871,6420.0,1.0,6420.0,6420.0,647.0,318701.0,375.0,375.0,0.0,1.0,1.0
47,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99841,6164.0,1.0,6164.0,6129.0,613.0,281581.0,350.0,350.0,0.0,1.0,1.0
48,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99948,7585.0,1.0,6995.0,7307.0,650.0,330425.0,508.0,368.0,590.0,1.0,1.0
49,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99892,7511.0,1.0,7511.0,7511.0,577.0,308094.0,235.0,235.0,0.0,1.0,1.0
50,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99833,7327.0,1.0,7327.0,7327.0,559.0,302932.0,328.0,328.0,0.0,1.0,1.0
51,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99975,6340.0,1.0,6340.0,6340.0,582.0,287972.0,118.0,118.0,0.0,1.0,1.0
52,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99915,5698.0,1.0,5698.0,5698.0,654.0,295891.0,161.0,161.0,0.0,1.0,1.0
53,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99990,7541.0,0.0,7003.5,7176.0,575.0,297163.0,373.0,142.0,537.5,1.0,1.0
54,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99900,6619.0,1.0,6602.5,6590.0,688.0,337870.0,276.0,276.0,16.5,1.0,1.0
55,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99971,6817.0,1.0,6817.0,6817.0,566.0,293048.0,395.0,395.0,0.0,1.0,1.0
56,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99908,7017.0,0.0,6950.0,6920.0,575.0,285574.0,369.0,369.0,67.0,1.0,1.0
57,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99884,5968.0,1.0,5968.0,5882.0,684.0,313702.0,352.0,352.0,0.0,1.0,1.0
58,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99972,5990.0,1.0,5909.0,5881.0,645.0,300239.0,122.0,122.0,81.0,1.0,1.0
59,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99850,6530.0,1.0,6442.5,6432.0,574.0,290570.0,249.0,267.0,87.5,1.0,1.0
60,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99859,6593.0,1.0,6593.0,6593.0,545.0,261938.0,139.0,139.0,0.0,1.0,1.0
61,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99888,6361.0,1.0,6361.0,6361.0,655.0,323828.0,168.0,168.0,0.0,1.0,1.0
62,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99933,6602.0,1.0,6602.0,6602.0,606.0,304552.0,190.0,190.0,0.0,1.0,1.0
63,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99918,7119.0,1.0,7146.5,7096.0,596.0,307453.0,257.0,257.0,27.5,1.0,1.0
64,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99953,6732.0,1.0,6732.0,6732.0,635.0,323226.0,254.0,254.0,0.0,1.0,1.0
65,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99855,6974.0,1.0,6974.0,6974.0,539.0,276864.0,381.0,381.0,0.0,1.0,1.0
66,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99998,7211.0,0.0,7118.0,7082.0,521.0,269741.0,254.0,254.0,93.0,1.0,1.0
67,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99876,6500.0,1.0,6500.0,6500.0,573.0,286472.0,369.0,369.0,0.0,1.0,1.0
68,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99940,6082.0,0.0,6080.0,6031.0,672.0,324309.0,210.0,210.0,2.0,1.0,1.0
69,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99962,6190.0,1.0,6073.0,6091.0,651.0,300636.0,331.0,305.0,117.0,1.0,1.0
70,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99958,6416.0,1.0,6416.0,6393.0,546.0,264567.0,132.0,132.0,0.0,1.0,1.0
71,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99927,6281.0,1.0,6281.0,6281.0,448.0,217082.0,297.0,297.0,0.0,1.0,1.0
72,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99977,6306.0,1.0,6306.0,6306.0,576.0,281729.0,309.0,309.0,0.0,1.0,1.0
73,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99947,6544.0,0.0,5761.5,5961.0,655.0,293652.0,152.0,154.0,782.5,1.0,1.0
74,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99912,5693.0,1.0,5693.0,5693.0,579.0,254844.0,177.0,177.0,0.0,1.0,1.0
75,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99997,5933.0,1.0,5933.0,5933.0,617.0,296265.0,343.0,343.0,0.0,1.0,1.0
76,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99907,5784.0,1.0,5784.0,5784.0,647.0,290207.0,70.0,70.0,0.0,1.0,1.0
77,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99871,7571.0,0.0,7347.0,7296.0,650.0,348352.0,465.0,414.0,224.0,1.0,1.0
78,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99849,6557.0,0.0,6474.5,6465.0,569.0,276399.0,265.0,230.0,82.5,1.0,1.0
79,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99914,7381.0,1.0,7381.0,7330.0,542.0,288387.0,262.0,262.0,0.0,1.0,1.0
80,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99929,6503.0,1.0,6270.5,6270.0,612.0,287796.0,338.0,348.0,232.5,1.0,1.0
81,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99886,7745.0,1.0,7676.0,7669.0,573.0,322186.0,138.0,138.0,69.0,1.0,1.0
82,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99943,6308.0,1.0,6308.0,6308.0,611.0,296318.0,302.0,302.0,0.0,1.0,1.0
83,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99969,7352.0,1.0,7352.0,7337.0,516.0,285999.0,347.0,347.0,0.0,1.0,1.0
84,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99906,6625.0,1.0,6199.5,6308.0,542.0,251530.0,246.0,246.0,425.5,1.0,1.0
85,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99905,6530.0,1.0,6530.0,6530.0,579.0,280646.0,299.0,299.0,0.0,1.0,1.0
86,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99961,5830.0,1.0,5830.0,5830.0,614.0,275142.0,145.0,145.0,0.0,1.0,1.0
87,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99900,5637.0,1.0,5637.0,5624.0,576.0,253186.0,258.0,258.0,0.0,1.0,1.0
88,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99958,6427.0,1.0,6427.0,6425.0,568.0,281413.0,357.0,357.0,0.0,1.0,1.0
89,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99845,6050.0,1.0,6050.0,6050.0,635.0,297921.0,268.0,268.0,0.0,1.0,1.0
90,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99919,5879.0,1.0,5879.0,5825.0,514.0,234163.0,273.0,273.0,0.0,1.0,1.0
91,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99893,6873.0,0.0,6375.0,6493.0,656.0,324124.0,379.0,272.0,498.0,1.0,1.0
92,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99845,6508.0,1.0,6508.0,6508.0,610.0,296046.0,185.0,185.0,0.0,1.0,1.0
93,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99994,6929.0,1.0,6887.5,6829.0,607.0,321179.0,124.0,124.0,41.5,1.0,1.0
94,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99820,6689.0,1.0,6689.0,6607.0,516.0,266206.0,220.0,220.0,0.0,1.0,1.0
95,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99961,6156.0,1.0,6156.0,6156.0,556.0,258694.0,260.0,260.0,0.0,1.0,1.0
96,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99964,6521.0,1.0,6521.0,6521.0,610.0,304163.0,294.0,294.0,0.0,1.0,1.0
97,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99927,6050.0,1.0,6031.0,5999.0,575.0,266913.0,182.0,182.0,19.0,1.0,1.0
98,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99791,7442.0,1.0,7442.0,7418.0,485.0,266737.0,365.0,365.0,0.0,1.0,1.0
99,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1500.0,DSA_ASY,0.7,99906,5901.0,1.0,5901.0,5901.0,545.0,249620.0,137.0,137.0,0.0,1.0,1.0
0,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99956,6154.0,1.0,6154.0,6154.0,653.0,313913.0,223.0,223.0,0.0,1.0,1.0
1,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99952,6379.0,1.0,6379.0,6379.0,578.0,283701.0,193.0,193.0,0.0,1.0,1.0
2,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99851,6311.0,1.0,6311.0,6293.0,596.0,286705.0,180.0,180.0,0.0,1.0,1.0
3,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99958,6035.0,0.0,5867.5,5810.0,593.0,267168.0,290.0,264.0,167.5,1.0,1.0
4,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99908,6053.0,0.0,5637.5,5631.0,688.0,300480.0,305.0,346.0,415.5,1.0,1.0
5,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99874,7510.0,0.0,6938.0,6990.0,652.0,336812.0,261.0,173.0,572.0,1.0,1.0
6,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99860,6016.0,1.0,6016.0,6016.0,549.0,257954.0,171.0,171.0,0.0,1.0,1.0
7,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99993,6658.0,1.0,6664.5,6658.0,603.0,301371.0,228.0,228.0,6.5,1.0,1.0
8,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99916,7166.0,1.0,7199.5,7155.0,547.0,293766.0,279.0,279.0,33.5,1.0,1.0
9,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99970,7615.0,1.0,6434.0,6703.0,618.0,302222.0,370.0,293.0,1181.0,1.0,1.0
10,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99966,6710.0,0.0,6595.5,6611.0,654.0,322148.0,343.0,292.0,114.5,1.0,1.0
11,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99919,6275.0,1.0,6275.0,6230.0,582.0,274056.0,190.0,190.0,0.0,1.0,1.0
12,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99954,6344.0,1.0,6344.0,6344.0,614.0,288970.0,251.0,251.0,0.0,1.0,1.0
13,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99960,6391.0,1.0,6391.0,6338.0,579.0,278471.0,254.0,254.0,0.0,1.0,1.0
14,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99974,6355.0,1.0,6355.0,6308.0,648.0,326297.0,256.0,256.0,0.0,1.0,1.0
15,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99948,6473.0,1.0,6307.0,6302.0,609.0,295577.0,221.0,221.0,166.0,1.0,1.0
16,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99981,9113.0,0.0,5789.0,6517.0,656.0,290344.0,103.0,46.0,3324.0,1.0,1.0
17,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99898,6452.0,1.0,6452.0,6452.0,641.0,314784.0,120.0,120.0,0.0,1.0,1.0
18,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99933,8535.0,0.0,7426.0,7690.0,636.0,327602.0,245.0,248.0,1109.0,1.0,1.0
19,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99951,6968.0,1.0,6691.5,6575.0,651.0,314538.0,266.0,250.0,276.5,1.0,1.0
20,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99931,5973.0,1.0,5884.5,5868.0,701.0,321265.0,394.0,366.0,88.5,1.0,1.0
21,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99981,5980.0,1.0,5871.5,5795.0,701.0,320337.0,310.0,310.0,108.5,1.0,1.0
22,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99920,7040.0,1.0,7040.0,7040.0,615.0,315912.0,337.0,337.0,0.0,1.0,1.0
23,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99988,6569.0,0.0,6421.5,6313.0,577.0,289339.0,285.0,211.0,147.5,1.0,1.0
24,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99908,7850.0,0.0,6554.0,6809.0,528.0,257117.0,478.0,377.0,1296.0,1.0,1.0
25,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99884,6772.0,1.0,6772.0,6635.0,580.0,297136.0,382.0,382.0,0.0,1.0,1.0
26,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99900,6273.0,1.0,6227.0,6204.0,635.0,304504.0,144.0,168.0,46.0,1.0,1.0
27,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99904,6774.0,1.0,6774.0,6774.0,614.0,311729.0,340.0,340.0,0.0,1.0,1.0
28,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99875,6626.0,0.0,6473.0,6442.0,603.0,294697.0,151.0,151.0,153.0,1.0,1.0
29,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99850,6672.0,1.0,6669.5,6672.0,575.0,289621.0,87.0,87.0,2.5,1.0,1.0
30,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99913,6512.0,1.0,6512.0,6512.0,517.0,247747.0,321.0,321.0,0.0,1.0,1.0
31,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99858,7100.0,1.0,7037.5,7001.0,616.0,319992.0,561.0,530.0,62.5,1.0,1.0
32,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99895,6773.0,1.0,6637.0,6628.0,545.0,264104.0,485.0,470.0,136.0,1.0,1.0
33,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99934,6250.0,1.0,6250.5,6179.0,614.0,292401.0,332.0,332.0,0.5,1.0,1.0
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99916,6400.0,1.0,6400.0,6388.0,577.0,285122.0,150.0,150.0,0.0,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99864,5543.0,1.0,5455.0,5449.0,694.0,299721.0,257.0,257.0,88.0,1.0,1.0
36,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99921,8482.0,0.0,7526.0,7601.0,614.0,327699.0,234.0,203.0,956.0,1.0,1.0
37,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99957,6434.0,1.0,6434.0,6405.0,613.0,300400.0,279.0,279.0,0.0,1.0,1.0
38,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99850,6806.0,0.0,6455.5,6490.0,654.0,314465.0,447.0,509.0,350.5,1.0,1.0
39,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99864,6749.0,1.0,6749.0,6749.0,606.0,306349.0,314.0,314.0,0.0,1.0,1.0
40,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99825,6768.0,1.0,6380.5,6415.0,547.0,255001.0,212.0,199.0,387.5,1.0,1.0
41,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99863,6723.0,1.0,6723.0,6723.0,574.0,282818.0,231.0,231.0,0.0,1.0,1.0
42,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99824,6497.0,1.0,6047.0,6012.0,520.0,236641.0,315.0,248.0,450.0,1.0,1.0
43,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99930,5916.0,1.0,5916.0,5894.0,548.0,248098.0,268.0,268.0,0.0,1.0,1.0
44,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99914,5592.0,1.0,5592.0,5543.0,580.0,259063.0,269.0,269.0,0.0,1.0,1.0
45,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99852,5660.0,1.0,5660.0,5660.0,574.0,260988.0,194.0,194.0,0.0,1.0,1.0
46,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99894,6696.0,1.0,6727.5,6653.0,652.0,320538.0,472.0,472.0,31.5,1.0,1.0
47,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99913,5865.0,1.0,5865.0,5859.0,614.0,281571.0,377.0,377.0,0.0,1.0,1.0
48,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99984,6761.0,1.0,6738.0,6739.0,654.0,332550.0,367.0,363.0,23.0,1.0,1.0
49,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99927,7399.0,1.0,7399.0,7399.0,582.0,310614.0,200.0,200.0,0.0,1.0,1.0
50,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99891,7336.0,1.0,7262.5,7286.0,568.0,308309.0,371.0,371.0,73.5,1.0,1.0
51,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99949,6353.0,1.0,6353.0,6353.0,581.0,287110.0,118.0,118.0,0.0,1.0,1.0
52,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99997,6107.0,0.0,5769.0,5778.0,654.0,295583.0,233.0,219.0,338.0,1.0,1.0
53,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99914,6737.0,1.0,6737.0,6735.0,575.0,298194.0,200.0,200.0,0.0,1.0,1.0
54,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99909,6383.0,1.0,6383.0,6383.0,688.0,339093.0,178.0,178.0,0.0,1.0,1.0
55,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99989,7282.0,0.0,7144.0,7111.0,573.0,297426.0,336.0,311.0,138.0,1.0,1.0
56,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99937,6879.0,1.0,6879.0,6879.0,580.0,287577.0,352.0,352.0,0.0,1.0,1.0
57,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99990,5976.0,1.0,5976.0,5976.0,684.0,313301.0,348.0,348.0,0.0,1.0,1.0
58,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99951,6006.0,1.0,6007.5,5903.0,651.0,301834.0,79.0,79.0,1.5,1.0,1.0
59,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99930,6508.0,1.0,6508.0,6508.0,563.0,283496.0,288.0,288.0,0.0,1.0,1.0
60,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99900,6291.0,1.0,6291.0,6291.0,547.0,262822.0,205.0,205.0,0.0,1.0,1.0
61,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99980,7244.0,1.0,6488.0,6539.0,652.0,322278.0,160.0,158.0,756.0,1.0,1.0
62,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99852,6718.0,0.0,6526.0,6510.0,611.0,307629.0,307.0,271.0,192.0,1.0,1.0
63,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99929,7050.0,1.0,7050.0,7043.0,614.0,317004.0,233.0,233.0,0.0,1.0,1.0
64,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99846,6779.0,1.0,6775.0,6763.0,652.0,332865.0,193.0,193.0,4.0,1.0,1.0
65,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99877,7102.0,1.0,7006.0,7006.0,541.0,277815.0,310.0,367.0,96.0,1.0,1.0
66,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99892,6775.0,1.0,6775.0,6775.0,518.0,268781.0,212.0,212.0,0.0,1.0,1.0
67,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99910,6491.0,1.0,6491.0,6491.0,579.0,289231.0,301.0,301.0,0.0,1.0,1.0
68,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99923,6206.0,1.0,6137.0,6093.0,684.0,330630.0,218.0,218.0,69.0,1.0,1.0
69,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99949,5932.0,1.0,5932.0,5932.0,653.0,300936.0,191.0,191.0,0.0,1.0,1.0
